Speech Duration,Pitch,Speech Rate,Jitter,Shimmer,MFCCs,Mood,Sentiment Score,Speaker ID,Age Group,Gender,Language
8.94,254.59,180,0.058,0.089,"[-7.7, -3.373, 6.241, -0.437, 3.817, 8.535, -7.733, 9.733, 0.859, 4.432, -9.555, -2.06, 0.475]",Excited,0.64,750d685f-a366-47ee-bc06-0c06460be69b,Child,Male,English
7.74,267.23,169,0.083,0.086,"[9.383, 7.615, 3.792, 2.81, -5.969, 7.131, 1.865, -3.797, -2.795, 9.858, 3.309, 5.859, -0.322]",Angry,-0.89,df17b513-6243-4e8e-bd18-23aa36ae7902,Child,Male,English
18.94,135.54,51,0.044,0.076,"[-4.113, 1.193, 5.983, 8.307, 7.676, 6.32, -1.317, 5.165, 1.121, 8.414, -4.595, -4.974, 8.238]",Sad,-0.49,6dac7086-5805-45e5-8aac-bd0df6d67b53,Child,Male,English
10.58,142.87,100,0.072,0.065,"[4.497, 8.376, -5.557, 5.36, -8.361, -8.597, 1.087, 0.423, -9.7, -1.015, -0.843, -7.317, -1.582]",Calm,0.12,fe61049a-8774-4bc8-aec1-26b6d35e687a,Adult,Male,English
14.6,155.47,66,0.045,0.097,"[-5.03, 8.2, 0.296, 5.714, -8.883, 8.966, -7.649, -9.246, 1.068, 7.363, -7.112, -8.006, -0.164]",Bored,-0.03,cdba2bb0-d4a1-4f05-9fe1-513919154fd6,Adult,Male,English
17.75,151.95,125,0.062,0.044,"[8.043, -1.15, 9.037, 1.971, -7.727, -4.632, 7.97, -8.227, 1.904, 1.161, 2.268, -8.232, -0.04]",Calm,0.19,e927ad14-8815-4143-9a4d-a51d759edff2,Child,Male,English
8.3,244.02,171,0.08,0.023,"[9.578, 9.026, 1.377, 8.911, -3.701, 6.72, -9.43, 9.374, -3.227, -1.726, 5.887, 1.344, 1.267]",Happy,0.4,2de6292d-a924-46aa-a543-47cff5ba2e30,Senior,Male,English
9.55,258.52,176,0.011,0.019,"[-3.166, -0.632, 1.991, 4.274, 7.404, 0.809, -1.442, 3.227, -2.044, -5.889, -7.136, 5.342, 7.855]",Excited,0.68,0ed82238-9dba-4a87-a364-8f76e0a574a6,Adult,Male,English
3.46,243.71,163,0.086,0.091,"[-3.493, 9.901, -2.652, -5.057, -0.656, 7.404, 8.524, 3.327, -0.978, -2.462, -7.211, 3.701, 4.722]",Surprised,0.5,61a3428c-f668-4389-8e7a-e5bfa3f131e4,Senior,Female,English
8.73,194.92,111,0.014,0.039,"[8.299, 2.914, 8.085, -6.284, 9.573, 2.058, -5.828, -9.625, 5.234, 4.456, -7.279, -8.869, -4.243]",Fearful,-0.21,12c86923-9cfa-4c38-8811-053b1b767f4e,Senior,Male,English
8.48,170.2,112,0.068,0.074,"[2.92, -7.417, -4.809, 9.12, -3.482, -3.789, 7.474, 3.069, -9.712, -4.618, 6.612, 5.748, -7.248]",Neutral,0.0,d8c2db0a-d7dd-4840-8fb5-82105aca2935,Child,Female,English
18.9,148.1,68,0.016,0.049,"[-9.806, -7.915, -4.143, 6.027, -8.343, 3.571, -7.983, -2.473, 2.139, -6.927, -7.684, -7.727, -4.439]",Sad,-0.45,3977d8cf-697f-470e-bf76-32ac6adfa5a3,Child,Male,English
9.5,201.72,146,0.069,0.095,"[-8.969, -1.638, 5.362, -5.244, 4.001, -6.414, 6.131, -9.563, -3.746, 8.809, -0.621, 3.895, 9.718]",Happy,0.69,4c4047a8-ae97-40e1-80ba-da6ff7ef3008,Child,Male,English
6.21,193.96,169,0.015,0.085,"[0.429, -0.156, -8.389, -4.756, -8.757, 9.657, -8.647, -6.255, 7.638, 4.833, -1.934, 4.851, -5.618]",Happy,0.58,d9a5df50-afa4-43e3-b639-3b278e60504f,Senior,Female,English
7.54,302.25,156,0.048,0.067,"[-5.016, -1.015, -7.099, -9.012, 3.15, -7.915, 8.3, 0.306, -6.809, -6.455, -6.135, 7.966, 5.528]",Angry,-0.86,264be00b-254e-47ca-8427-f2bcaaf06b82,Senior,Male,English
15.48,159.26,65,0.019,0.064,"[1.086, 5.341, 1.485, -8.058, -3.283, -0.1, 9.219, -7.767, 3.639, -3.982, 0.995, -8.259, 9.299]",Bored,0.02,bac8f270-4854-4a35-bffe-7001274bc8f8,Adult,Male,English
13.5,120.43,89,0.041,0.06,"[-6.785, -7.436, -1.974, 0.523, 2.476, 8.076, -9.418, -4.38, -2.982, 6.482, -8.035, -8.306, -6.187]",Sad,-0.69,a3ddea08-4c05-4e77-b6df-f156bfbb0a0f,Senior,Female,English
9.55,234.87,174,0.071,0.098,"[-8.675, -7.731, 3.935, -1.694, -3.089, -4.293, -9.848, -5.499, -5.657, 1.016, 5.771, 0.955, 3.962]",Happy,0.46,61221c31-5438-4fc8-a025-fb52a4e25454,Adult,Female,English
17.65,159.93,51,0.034,0.075,"[-9.567, -5.314, 0.647, -7.674, 1.412, 7.889, 5.553, 5.107, 8.323, -6.746, -8.159, 4.178, -6.686]",Bored,0.08,81df57a6-fa87-48ce-86ef-6ab867a07b68,Child,Male,English
10.44,170.25,113,0.082,0.034,"[1.681, 0.554, -9.914, 6.82, -0.146, 6.084, -0.886, 7.186, 3.993, -1.967, 0.812, 8.526, -4.283]",Neutral,0.0,f02a9ccf-e88d-400f-b9ac-4e76acf1f11d,Senior,Male,English
14.76,236.4,128,0.045,0.031,"[-1.902, -2.667, -8.55, 5.972, -7.262, 8.296, 3.506, 6.527, 0.627, -6.911, -6.71, -3.663, -1.324]",Fearful,-0.24,764aaa0f-3b31-4b91-b564-e2a43fee6b76,Child,Female,English
13.35,247.99,146,0.012,0.061,"[-5.815, 5.324, 6.924, -0.761, 5.558, -5.732, 5.436, -0.593, 9.894, 1.306, -7.765, -4.996, -4.018]",Fearful,-0.13,0672c748-8062-4fc7-9dcc-2d8c0a25fff6,Adult,Male,English
10.8,313.65,200,0.086,0.078,"[3.575, -5.988, 4.593, -5.267, -0.634, 8.582, 5.354, 2.044, -7.688, 2.412, -3.58, 3.0, -4.306]",Angry,-0.64,901baaf6-9630-4891-862f-df0ccafa54a3,Adult,Female,English
12.97,163.98,91,0.089,0.014,"[-8.752, -2.877, 2.862, 5.433, -2.141, -3.761, 8.743, -6.702, -6.68, -5.526, 7.252, -6.788, -6.999]",Neutral,0.0,b8c4732d-e154-43f6-b5b0-8d5485cb72de,Senior,Male,English
7.0,285.4,159,0.062,0.097,"[8.734, 6.527, 5.896, 9.469, -9.598, 8.311, 1.863, -1.791, -4.868, 3.316, 6.896, 1.927, -4.203]",Angry,-0.68,dc2ed3e7-962e-49f5-84f7-4b05e4702962,Child,Female,English
9.26,213.71,188,0.082,0.037,"[3.234, -1.377, -8.849, 0.613, 7.498, -6.785, 2.398, -6.126, -3.756, -0.625, -2.023, 2.146, -4.763]",Excited,0.5,e2e64730-60c6-419d-9cd1-4d4285bc4607,Senior,Male,English
6.67,286.86,148,0.034,0.078,"[5.907, 5.092, 3.779, -2.174, 6.108, 8.567, -4.373, -1.801, -3.838, 8.962, 9.483, -4.768, 5.801]",Angry,-0.52,9c0b385f-6ab8-4a8e-becc-0a4cc5a9bf61,Adult,Female,English
9.05,301.4,183,0.062,0.017,"[-9.8, -6.889, 5.664, 4.445, -5.235, -8.467, 4.177, 5.102, 2.06, 8.49, -2.4, 0.051, 3.111]",Angry,-0.84,24fff0a3-ba55-4f01-9be2-a932a94fcd5e,Adult,Male,English
10.04,255.6,180,0.07,0.061,"[-0.352, -1.881, 4.89, -6.986, -7.751, -8.216, -4.649, 3.731, -1.105, 0.444, -1.19, -6.695, -0.629]",Angry,-0.56,bfe0ea8c-f1e7-4b0c-b6f8-bd945e337f84,Child,Male,English
7.45,231.77,157,0.032,0.055,"[-0.291, 3.301, -9.762, 3.065, 9.117, -7.996, -4.914, 7.256, -9.889, 8.839, 1.433, 3.506, -0.988]",Excited,0.86,89cb8845-464a-4b27-80fb-6f77d8664cc7,Adult,Female,English
9.12,275.07,191,0.07,0.022,"[4.82, -9.94, 8.512, 6.71, 5.181, 0.323, -3.861, 8.216, -3.634, -4.345, 2.409, 9.089, 7.658]",Angry,-0.81,f8bcd3a0-f70f-484b-aebd-d70f035d9e6d,Child,Male,English
11.83,135.76,76,0.06,0.027,"[-6.221, 7.118, -7.313, -8.721, -8.002, -3.515, 0.586, 1.257, 6.485, 7.365, -9.591, -7.526, 8.081]",Bored,-0.12,abca5595-c8ab-4da2-9afb-d4fa83c39c94,Senior,Female,English
7.32,263.05,127,0.031,0.091,"[3.57, -2.91, -1.917, -3.412, -4.915, 4.174, 9.762, -8.129, -0.463, -2.867, -4.416, 6.929, 5.504]",Fearful,-0.37,5ae399b2-ab49-4a9a-a30a-2369e66370fb,Senior,Female,English
5.65,213.39,147,0.037,0.066,"[9.919, -3.304, 2.481, -5.125, 8.428, 8.728, 7.428, -1.202, 7.113, 6.606, -9.966, -3.246, 8.573]",Happy,0.67,ce838ff3-67a6-403e-b05b-f55f508598a7,Adult,Male,English
14.93,207.43,133,0.041,0.097,"[0.252, -8.413, 6.449, 1.944, -1.979, 0.951, 5.404, 4.787, -4.068, -3.339, 5.0, 7.312, -8.716]",Fearful,-0.4,3706cf44-5bbf-4590-ab3f-025c8a9f3e08,Senior,Female,English
6.83,183.68,121,0.055,0.05,"[-0.841, -5.193, 7.169, 4.604, 6.933, -3.431, -0.357, 3.95, 4.209, -2.939, 3.613, 0.92, 5.461]",Happy,0.33,316adb77-4f05-42ab-a0c6-9e6d533124d8,Senior,Female,English
16.62,100.96,84,0.057,0.085,"[-1.708, -9.991, 7.238, 7.14, 3.136, 0.51, -2.184, 1.048, -4.919, -4.26, 7.037, 7.297, 8.445]",Sad,-0.28,65aee82d-ceab-417c-a630-f20e78b6280b,Senior,Female,English
3.82,272.16,169,0.065,0.066,"[4.457, 7.313, -5.239, 3.393, -1.718, 4.05, -2.334, -8.389, -5.168, -9.253, 7.561, -6.97, 0.959]",Surprised,0.42,5b9038c9-09b8-4889-a086-0041752aed77,Child,Male,English
9.49,325.48,190,0.051,0.098,"[-1.399, 0.597, -7.665, 9.836, -0.872, -9.847, 9.743, 8.465, -6.878, 7.055, 4.207, 3.456, -0.756]",Angry,-0.59,556d6b0c-20e1-45af-aca7-1cd76fed41d6,Child,Male,English
12.41,265.45,152,0.039,0.075,"[-2.555, 7.128, -9.032, -2.727, 4.68, 1.7, 0.652, -0.219, -4.663, -6.425, -1.22, -4.185, -0.058]",Fearful,-0.16,a73b075a-34b7-4828-b822-f09a4e2b4f58,Child,Female,English
14.79,231.44,143,0.086,0.059,"[-9.305, -6.981, -5.553, -0.999, -4.495, -2.493, -3.157, -4.109, -2.725, 8.817, 3.697, 6.747, 4.083]",Fearful,-0.48,3acf6532-3bba-4e4c-94b6-f9b923786a11,Senior,Male,English
7.26,277.8,150,0.025,0.075,"[-9.141, 1.903, 0.544, -0.863, -1.495, 1.456, -2.432, 2.298, 6.012, -0.048, -0.102, -3.428, 0.141]",Angry,-0.77,9a06409e-9103-4cdd-9df7-ecdec4c27f92,Adult,Male,English
9.89,264.56,202,0.046,0.064,"[-7.615, -7.252, 5.881, -4.708, -0.518, -6.487, -9.138, 9.683, 4.464, -2.11, -2.898, 4.608, -1.402]",Excited,0.52,bb3bc06c-8213-461e-9a0f-7ec1275e4df4,Child,Male,English
5.15,215.6,123,0.064,0.037,"[1.719, 4.268, 0.92, -9.682, -0.419, 4.745, 0.544, 8.462, -6.012, 1.33, -8.072, -3.063, 4.53]",Happy,0.64,2368526b-302b-434a-9e69-ade9248bb747,Child,Male,English
15.67,100.84,73,0.084,0.059,"[6.038, -2.246, 3.971, -8.49, -2.192, 5.004, -8.308, 8.622, 2.778, 8.592, 1.272, 0.592, 6.23]",Sad,-0.63,1f2f40bd-295c-469f-bfc3-9e6352d13ca0,Senior,Male,English
6.97,224.43,155,0.063,0.057,"[5.641, -4.387, -8.534, 3.966, -4.461, 6.854, -4.16, -4.806, -5.321, -4.664, -1.062, -4.465, 8.145]",Happy,0.6,8d3d5400-567f-412f-8dc9-ecabc5c6b3b8,Child,Female,English
7.52,214.65,145,0.03,0.037,"[-9.556, 6.474, 7.865, 1.728, -6.789, 5.122, -8.143, 5.256, -4.423, 1.567, 2.982, -6.755, 5.592]",Happy,0.53,95ca4ee8-d445-4f60-a8ae-fbc7c4413b64,Adult,Male,English
14.24,247.3,121,0.069,0.081,"[8.533, 3.899, -6.761, -8.074, -0.189, -9.695, -2.968, 4.492, -3.789, 1.565, 4.668, -5.475, -0.685]",Fearful,-0.57,9d1c4ca3-fe01-428b-8e47-510f8408fc8d,Senior,Female,English
9.85,320.16,177,0.024,0.029,"[5.653, -8.1, 4.189, -2.885, -0.474, -6.453, -1.179, 1.893, -9.865, -1.778, 3.311, 4.779, -5.688]",Angry,-0.68,a6d7d816-ff9f-47cc-ae0d-3666ed809fab,Child,Male,English
9.75,193.38,105,0.073,0.078,"[6.458, 1.811, 8.431, 2.323, 6.63, -7.791, -4.505, 2.529, 6.589, -0.124, -7.898, -4.123, 0.567]",Confused,-0.19,563cb8c3-66bc-4bbf-b6bd-d0880eeed481,Child,Male,English
16.48,117.53,83,0.086,0.065,"[3.703, -2.634, -2.446, 2.439, 6.735, -1.714, -5.201, -8.346, 0.623, -6.45, -6.063, 4.919, -9.625]",Sad,-0.4,b9429954-2ede-4af1-8fd4-33227066468d,Adult,Female,English
5.58,298.62,151,0.042,0.031,"[5.487, 2.707, -3.716, -6.248, 1.963, 8.146, 5.741, -8.276, -2.798, -5.271, 8.557, -6.318, 7.683]",Angry,-0.69,03ab5da4-95e7-4d56-b0b2-4da05678e7fd,Senior,Male,English
9.94,176.03,73,0.099,0.059,"[8.262, 4.565, -3.656, -1.861, -0.62, 3.374, 3.918, 9.461, 0.16, -6.814, -0.658, 7.284, -0.649]",Confused,-0.22,7989369d-e559-496a-b368-e266eb1c844c,Senior,Female,English
16.67,162.2,123,0.036,0.097,"[5.456, 2.318, -4.815, 8.594, 3.865, -9.539, 2.61, 8.621, 4.072, 7.407, 3.088, 0.59, 9.504]",Calm,0.19,4ade0b0f-6e74-4f96-9c77-0e2c0356ad46,Child,Female,English
10.24,332.03,144,0.055,0.015,"[-6.732, -8.771, -2.654, -7.429, 0.933, 7.922, -9.165, -1.589, -6.805, 2.507, -5.39, -1.672, 8.155]",Angry,-0.86,66f6f042-c07f-482b-8c51-7f24b1b37c9b,Child,Male,English
6.17,274.78,139,0.056,0.098,"[3.394, -0.394, 8.662, -5.445, -9.144, -1.279, -4.21, 9.174, 5.287, -3.461, 4.936, 8.072, -9.422]",Surprised,0.1,4aa4a7ed-b45e-43d4-a6ee-6d11b8f723a3,Adult,Male,English
5.88,231.56,175,0.074,0.069,"[3.012, 2.244, 6.301, -5.07, 1.688, 3.725, 8.516, 5.165, 3.35, -7.0, -2.821, -3.689, -2.941]",Happy,0.65,8871c444-a9d7-4b2b-9319-ca8ecad61932,Adult,Female,English
15.14,185.99,83,0.084,0.083,"[-4.97, -6.052, 4.115, -9.168, 5.147, -6.261, -5.37, 1.011, -5.062, -6.047, -0.237, -2.604, -8.238]",Confused,-0.33,1e18ff07-4c69-4ceb-8aa8-ccc807512797,Adult,Male,English
18.58,127.37,86,0.099,0.091,"[-2.752, 5.242, -6.519, 7.462, -1.031, 2.319, 8.207, -2.265, 2.827, -9.43, -3.456, 9.866, -5.324]",Sad,-0.42,dfd2de53-eeb2-4146-aacf-15b3c2afbac3,Child,Male,English
13.57,141.82,99,0.07,0.018,"[5.766, 1.736, -3.227, 9.94, 4.671, -6.96, 6.256, -8.548, 9.901, 1.988, -5.901, -2.286, -3.311]",Neutral,0.0,2e6be69c-358b-4536-8aca-9ca963697a21,Senior,Female,English
13.33,160.92,65,0.087,0.064,"[-7.641, -8.709, 0.42, 5.096, -2.454, -9.085, -1.048, 6.101, -4.732, 9.306, -2.2, -2.636, 5.398]",Bored,-0.23,db0030fa-16d2-4eaf-8e30-be01185f8109,Adult,Female,English
5.04,273.48,158,0.014,0.088,"[-4.372, -7.83, -6.576, 9.343, -6.162, 6.729, -7.688, -6.525, -5.462, 4.402, -4.693, 4.144, -8.291]",Surprised,0.14,bd5e12c4-1b37-43e1-8d0f-7429657a01c2,Adult,Male,English
11.73,170.09,111,0.02,0.095,"[6.77, -3.569, -2.44, -1.27, 4.839, -2.969, 0.456, -7.058, 5.861, -2.156, -3.102, 5.498, 7.371]",Calm,0.13,d653b244-90d0-4d60-98c4-083e6301228a,Adult,Female,English
3.63,265.52,166,0.043,0.041,"[9.145, 8.239, -2.609, -7.058, 3.397, -4.178, -6.323, 6.001, 5.4, 8.138, 2.925, 4.193, -1.421]",Surprised,0.52,40463fa6-a6ea-4125-8bac-8fe3e20e4f0b,Senior,Male,English
8.24,215.78,164,0.017,0.025,"[8.988, -4.322, -3.537, 5.541, 7.126, 9.048, 4.946, -4.979, -1.273, 3.291, 8.051, 3.581, -0.411]",Happy,0.79,8cc31fea-24da-4ce8-ad43-a559217f4676,Child,Female,English
9.09,213.59,99,0.014,0.074,"[9.54, 5.66, -5.093, -2.678, -2.074, 1.451, -2.234, 8.97, 8.775, 2.822, 2.046, 8.334, -5.565]",Confused,-0.02,80f15254-130e-44af-8393-acbd7752dce7,Child,Female,English
9.02,227.49,179,0.084,0.054,"[4.241, -6.145, -4.168, 6.656, 6.943, 7.941, 4.188, -3.156, -0.369, -8.997, -6.339, -6.583, 8.554]",Excited,0.69,d2873cf3-643f-428d-97ff-366ec14866a3,Child,Male,English
13.89,249.55,149,0.054,0.041,"[-6.925, -7.186, -0.751, -4.023, -5.67, 2.847, 5.156, -7.018, 2.43, -4.075, -4.414, -0.018, -5.333]",Fearful,-0.49,d5c32e95-c210-448d-88d7-55a1d82117e5,Adult,Male,English
7.26,235.42,149,0.043,0.068,"[7.974, -1.636, 1.783, -0.346, 8.393, -6.25, 5.318, -2.357, 7.912, 6.182, 5.549, 5.248, 2.781]",Surprised,0.32,36fbc905-146f-412b-bc08-601cad08235d,Adult,Male,English
12.5,205.64,91,0.084,0.032,"[0.864, 6.32, -1.996, 2.033, -6.022, 8.202, -7.711, 0.19, 6.379, 4.831, -2.229, -7.527, -9.842]",Confused,-0.04,59a8a0df-beb5-4ded-95e4-707a80559b7a,Senior,Male,English
8.0,189.42,159,0.082,0.08,"[-6.118, -6.641, 6.131, 8.729, 4.906, 0.688, -0.039, -1.329, 5.572, 4.965, -0.949, 5.982, -8.357]",Happy,0.43,da0112cb-3714-426a-acb5-a3a7be89d8e9,Adult,Male,English
13.18,195.57,116,0.049,0.024,"[-0.336, 1.398, 5.774, 8.888, 2.689, -9.772, 8.641, -1.157, 0.611, 8.566, 9.081, 7.86, -1.774]",Fearful,-0.53,a7a7d3a7-25ee-416a-a1b1-f204dcaa9dd9,Adult,Male,English
11.51,173.55,90,0.013,0.096,"[-2.497, 5.685, 9.738, -2.808, -6.243, -9.404, 5.562, 3.055, 1.18, 9.7, -7.274, -0.064, -8.256]",Confused,-0.25,f1783dc4-563b-408a-a198-9ef84279c794,Adult,Male,English
11.0,210.88,204,0.08,0.054,"[4.0, -9.083, 9.41, -9.273, -8.21, -3.816, 0.315, -2.498, -0.318, -2.482, 4.56, 7.739, 1.67]",Excited,0.78,3ec9d015-4849-4b2e-a7b5-513f42a7543a,Child,Male,English
7.27,323.85,197,0.036,0.085,"[1.057, 4.946, 1.507, -6.53, -7.945, -2.912, 5.679, 0.325, 9.526, -7.8, -5.315, -8.192, -5.728]",Angry,-0.86,08d146b9-90d3-4a99-825f-de93c8021440,Child,Female,English
12.38,198.34,116,0.035,0.072,"[-8.605, 5.972, -6.857, -1.288, 9.166, -9.533, -6.464, -6.751, 4.781, 6.843, -3.447, 4.664, -6.32]",Confused,-0.38,aeeedf92-bddf-42bf-ad0c-fbd5f475adeb,Senior,Female,English
10.85,189.33,155,0.051,0.086,"[6.617, 3.959, 9.017, -1.108, 5.258, 5.634, -9.96, 0.496, -8.14, -9.714, -0.793, -6.468, -8.294]",Fearful,-0.54,6e00177e-b986-457b-b7b3-27a0010162e7,Child,Female,English
6.82,341.02,188,0.062,0.042,"[4.799, -6.956, 4.74, 7.555, -2.887, 5.618, 4.153, -3.601, -6.936, -4.981, 1.963, 6.69, -6.925]",Angry,-0.52,446c218d-056d-4780-956c-bf52b876d4b1,Child,Male,English
17.26,140.03,82,0.071,0.017,"[4.55, -4.763, -2.045, 5.178, -9.417, -6.145, -9.125, -1.911, -0.904, 1.582, 9.568, -3.848, -1.991]",Sad,-0.6,f546282f-2515-43e1-9e22-a624ca484bb8,Senior,Female,English
8.11,176.46,102,0.054,0.062,"[9.553, -0.928, -3.561, -9.623, 8.47, 0.58, -6.029, 1.393, 8.069, 0.85, 9.405, 0.89, -3.324]",Neutral,0.0,6c844f81-4336-4eaa-bdba-144cfa6cad8b,Child,Female,English
10.22,251.55,216,0.016,0.067,"[1.61, 1.52, -4.671, -3.712, 3.677, 8.451, 5.526, -2.02, 9.12, -4.148, -5.439, 3.034, -4.14]",Excited,0.8,03b2d550-3865-4649-aaaa-6baf27795e10,Child,Female,English
14.25,132.39,60,0.051,0.034,"[-4.744, 0.244, -6.644, 2.312, -0.413, -3.142, -0.258, -8.985, 9.165, 4.551, 1.094, -0.571, -2.311]",Bored,-0.26,276e099e-54a6-4396-96da-a262339b8d5f,Adult,Female,English
6.48,237.95,132,0.061,0.069,"[-3.156, 7.145, 2.679, 4.417, -3.189, -1.774, -4.347, -2.925, -1.823, -5.419, 7.948, 9.598, -5.017]",Surprised,0.18,3ba20a8f-405d-469f-847f-21664cefc7a8,Child,Male,English
14.98,149.52,96,0.073,0.093,"[-7.349, 5.059, -9.439, -1.517, -7.609, 0.272, 9.736, 5.48, -7.837, 5.527, 2.215, -6.054, -8.143]",Calm,0.18,c62ebd7d-81a3-40b8-b700-530648a8fdd4,Child,Female,English
7.86,257.32,143,0.024,0.06,"[2.207, 1.844, 0.993, 7.297, -0.844, 3.323, -1.553, 1.89, -5.077, 1.416, -2.947, -4.224, 3.682]",Fearful,-0.26,d9d74018-6cd8-461e-a425-cd91fda34b64,Adult,Female,English
13.45,175.76,100,0.05,0.015,"[-3.735, 9.486, 0.985, -4.481, 6.296, -3.978, -6.512, -8.173, 3.525, 7.203, 3.687, 8.544, 8.318]",Confused,-0.33,d6e85c31-7590-409f-ae3a-493ffb3d8c10,Senior,Female,English
12.9,178.82,114,0.089,0.013,"[-1.285, 9.588, -6.915, 8.96, -5.147, -1.238, -7.949, -4.369, -4.969, -6.204, -2.695, -8.789, 9.406]",Confused,-0.0,d9f2108f-9abf-4f3a-9aa2-b1963c0c1075,Adult,Male,English
6.17,190.55,141,0.046,0.069,"[2.627, -1.694, -4.911, 7.656, 6.079, 6.735, 2.109, 6.249, -5.904, -5.989, 1.783, 1.623, -3.127]",Happy,0.42,9bb937be-3909-4a79-bd32-55234e1e8403,Child,Female,English
15.47,102.39,81,0.017,0.018,"[1.74, -4.484, 5.642, -3.729, 3.248, -0.77, 7.863, 0.9, 6.651, -7.4, 3.442, -3.183, 1.051]",Sad,-0.64,5463f58e-1908-4bae-be2f-f15c68345a54,Senior,Female,English
7.35,277.63,159,0.075,0.053,"[0.699, -6.046, 1.518, 4.306, -9.362, -9.763, 4.88, -2.88, -1.683, -4.433, 9.512, -6.909, -9.527]",Surprised,0.48,a7ae59ae-58e0-464c-b996-f5fbb4f98bd3,Adult,Male,English
9.5,263.33,193,0.041,0.031,"[-1.108, 4.616, -0.656, 1.419, -3.202, 6.545, 8.729, 2.385, 8.818, 8.379, 9.137, -7.08, -2.659]",Excited,0.8,ce4702cb-d25b-422f-8770-2d420a84a3a9,Senior,Male,English
4.19,276.72,132,0.059,0.014,"[-0.781, 4.675, 4.621, 4.791, -8.207, 7.154, -9.036, 7.011, 7.134, 6.022, 2.774, -4.327, 7.471]",Surprised,0.37,09959929-caac-48a6-9024-cf8e4d7fbfcb,Senior,Male,English
10.3,169.51,107,0.018,0.055,"[-6.163, -1.173, 1.14, -9.591, -7.948, -6.937, -2.82, -4.979, -4.21, -3.193, 2.403, 0.447, 5.484]",Calm,0.26,76d4212e-db5c-4ff1-8c38-8e26312a6871,Senior,Male,English
19.43,137.4,54,0.066,0.044,"[3.684, -1.814, 5.26, 8.137, -1.767, -7.925, -8.805, 3.89, -9.516, -8.91, 9.362, -8.901, 2.435]",Bored,-0.01,6cf929b6-5760-41dd-9351-7d14e602c1e7,Senior,Male,English
14.4,187.63,138,0.06,0.02,"[2.508, -8.134, 0.821, -7.312, -0.628, 9.875, 0.445, 0.151, -1.006, 7.214, 6.207, 4.928, -5.285]",Fearful,-0.45,216e1fa6-3bc7-45f0-b68b-09c637cf4779,Senior,Male,English
11.04,344.59,191,0.062,0.023,"[4.174, -5.618, 2.416, 0.833, 4.412, 3.225, -8.685, -8.336, 3.692, 3.853, 5.365, 4.041, 4.366]",Angry,-0.64,e9013fd0-a756-4bee-9290-716e545eef84,Adult,Female,English
9.82,196.9,102,0.061,0.094,"[3.077, 5.366, 1.433, 5.801, -5.368, 9.321, -0.824, 9.152, 5.875, -1.994, 7.39, -4.45, -4.367]",Confused,0.11,eef9243f-a768-467f-97d7-1523d76d85db,Senior,Female,English
16.2,148.42,104,0.065,0.086,"[-7.425, 8.468, -2.885, -6.786, 8.044, -5.943, 7.902, 4.704, -6.681, 4.873, -1.154, -9.622, -8.715]",Calm,0.23,eb07b628-41bb-4796-b18e-e2c596f33d9c,Child,Male,English
18.5,142.61,64,0.07,0.06,"[6.931, -7.325, 6.491, 4.292, 1.718, 2.81, 8.573, -0.299, -4.702, -4.691, 9.029, -5.258, -8.459]",Bored,0.02,c049d8a6-9718-4ad3-a3f7-64a1f7d29c31,Adult,Male,English
14.49,261.02,130,0.093,0.097,"[-0.693, 6.436, -3.244, -4.697, -0.911, -8.193, -6.892, 3.963, 3.976, -5.876, 5.591, -0.937, -8.824]",Fearful,-0.39,27eceb12-976e-438a-ac53-27bcbc66ff53,Senior,Male,English
5.18,224.76,133,0.041,0.092,"[0.881, -3.996, -7.331, -4.185, -6.433, -5.958, 7.673, 1.464, -3.533, 3.181, 4.687, -0.698, -3.35]",Happy,0.6,495155c2-6494-43c4-83b1-304d2e909102,Child,Male,English
13.42,186.92,78,0.078,0.049,"[-2.451, -3.885, -9.83, 0.125, 9.207, -0.165, -5.926, -3.251, 6.098, 4.218, -9.332, -6.755, -5.326]",Confused,0.18,c53fd0b1-a368-4c97-8eae-ca0118875f39,Child,Male,English
7.18,201.42,151,0.098,0.061,"[-8.314, 0.975, 9.812, 6.417, -2.476, -2.289, -5.971, 4.778, 4.673, -4.973, 8.492, -8.503, 9.996]",Happy,0.7,8fc95de4-ede1-49f3-8ac1-76b0a73ae718,Adult,Male,English
8.68,223.16,180,0.042,0.037,"[7.982, 7.845, -7.078, -8.513, -9.931, -8.588, -7.056, 0.548, 4.603, -1.292, -9.63, 2.677, -0.355]",Happy,0.69,45af4882-b55e-41ae-98c0-86aad34509b3,Child,Male,English
6.21,259.83,219,0.082,0.038,"[3.06, -9.619, 2.118, -3.672, -3.387, 1.082, 2.072, 8.449, -9.851, 0.463, -4.715, -3.433, -8.898]",Excited,0.65,63f12b30-97e5-41fb-a3d3-289b705f0c9d,Senior,Female,English
10.9,269.11,181,0.077,0.032,"[-8.001, 9.345, 9.024, -9.731, 4.967, -6.302, 1.502, 0.791, -2.217, -3.527, -5.602, 8.119, -7.358]",Angry,-0.57,4eddf1db-d707-44a4-a530-1edca8206648,Child,Female,English
9.56,161.63,113,0.069,0.057,"[6.878, -0.324, -4.775, 1.732, 2.701, 4.239, 0.01, -4.685, 6.298, 3.707, -4.024, -0.358, -5.141]",Confused,-0.36,af8f37a4-eea0-49d9-82c8-f5c02c7895f6,Adult,Female,English
